category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap2,datasets,label,0,52,52,0
hubmap,hubmap2,datasets,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap2,datasets,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap2,datasets,link-name,0,32,32,0
hubmap,hubmap2,datasets,meta-viewport-large,0,1,1,0
hubmap,hubmap2,datasets,meta-viewport,0,1,1,0
hubmap,hubmap2,datasets,page-has-heading-one,0,1,1,0
hubmap,hubmap2,datasets,scope-attr-valid,0,7,7,0
hubmap,hubmap2,datasets,tabindex,0,54,54,0
hubmap,hubmap2,datasets,table-duplicate-name,0,1,1,0
hubmap,hubmap2,datasets,td-headers-attr,0,1,1,0
hubmap,hubmap2,datasets,th-has-data-cells,0,1,1,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap3,donors,aria-input-field-name,4,0,4,1
hubmap,hubmap3,donors,color-contrast,3,164,167,0.017964071856287425
hubmap,hubmap3,donors,heading-order,1,10,11,0.09090909090909091
hubmap,hubmap3,donors,html-has-lang,1,0,1,1
hubmap,hubmap3,donors,landmark-one-main,1,0,1,1
hubmap,hubmap3,donors,landmark-unique,1,1,2,0.5
hubmap,hubmap3,donors,region,147,388,535,0.27476635514018694
hubmap,hubmap3,donors,aria-allowed-attr,0,37,37,0
hubmap,hubmap3,donors,aria-allowed-role,0,32,32,0
hubmap,hubmap3,donors,aria-command-name,0,13,13,0
hubmap,hubmap3,donors,aria-conditional-attr,0,37,37,0
hubmap,hubmap3,donors,aria-deprecated-role,0,23,23,0
hubmap,hubmap3,donors,aria-hidden-body,0,1,1,0
hubmap,hubmap3,donors,aria-hidden-focus,0,76,76,0
hubmap,hubmap3,donors,aria-prohibited-attr,0,37,37,0
hubmap,hubmap3,donors,aria-required-attr,0,23,23,0
hubmap,hubmap3,donors,aria-roles,0,23,23,0
hubmap,hubmap3,donors,aria-valid-attr-value,0,37,37,0
hubmap,hubmap3,donors,aria-valid-attr,0,37,37,0
hubmap,hubmap3,donors,avoid-inline-spacing,0,58,58,0
hubmap,hubmap3,donors,button-name,0,7,7,0
hubmap,hubmap3,donors,bypass,0,1,1,0
hubmap,hubmap3,donors,document-title,0,1,1,0
hubmap,hubmap3,donors,empty-heading,0,11,11,0
hubmap,hubmap3,donors,empty-table-header,0,1,1,0
hubmap,hubmap3,donors,form-field-multiple-labels,0,27,27,0
hubmap,hubmap3,donors,label-title-only,0,27,27,0
hubmap,hubmap3,donors,label,0,27,27,0
hubmap,hubmap3,donors,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap3,donors,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap3,donors,link-name,0,32,32,0
hubmap,hubmap3,donors,meta-viewport-large,0,1,1,0
hubmap,hubmap3,donors,meta-viewport,0,1,1,0
hubmap,hubmap3,donors,nested-interactive,0,50,50,0
hubmap,hubmap3,donors,page-has-heading-one,0,1,1,0
hubmap,hubmap3,donors,scope-attr-valid,0,8,8,0
hubmap,hubmap3,donors,tabindex,0,17,17,0
hubmap,hubmap3,donors,table-duplicate-name,0,1,1,0
hubmap,hubmap3,donors,td-headers-attr,0,1,1,0
hubmap,hubmap3,donors,th-has-data-cells,0,1,1,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap4,samples,color-contrast,2,144,146,0.0136986301369863
hubmap,hubmap4,samples,heading-order,1,9,10,0.1
hubmap,hubmap4,samples,html-has-lang,1,0,1,1
hubmap,hubmap4,samples,landmark-one-main,1,0,1,1
hubmap,hubmap4,samples,landmark-unique,1,1,2,0.5
hubmap,hubmap4,samples,region,126,306,432,0.2916666666666667
hubmap,hubmap4,samples,aria-allowed-attr,0,32,32,0
hubmap,hubmap4,samples,aria-allowed-role,0,38,38,0
hubmap,hubmap4,samples,aria-command-name,0,10,10,0
hubmap,hubmap4,samples,aria-conditional-attr,0,32,32,0
hubmap,hubmap4,samples,aria-deprecated-role,0,14,14,0
hubmap,hubmap4,samples,aria-hidden-body,0,1,1,0
hubmap,hubmap4,samples,aria-hidden-focus,0,92,92,0
hubmap,hubmap4,samples,aria-prohibited-attr,0,32,32,0
hubmap,hubmap4,samples,aria-required-attr,0,14,14,0
hubmap,hubmap4,samples,aria-roles,0,14,14,0
hubmap,hubmap4,samples,aria-valid-attr-value,0,32,32,0
hubmap,hubmap4,samples,aria-valid-attr,0,32,32,0
hubmap,hubmap4,samples,avoid-inline-spacing,0,4,4,0
hubmap,hubmap4,samples,button-name,0,7,7,0
hubmap,hubmap4,samples,bypass,0,1,1,0
hubmap,hubmap4,samples,document-title,0,1,1,0
hubmap,hubmap4,samples,empty-heading,0,10,10,0
hubmap,hubmap4,samples,empty-table-header,0,1,1,0
hubmap,hubmap4,samples,form-field-multiple-labels,0,29,29,0
hubmap,hubmap4,samples,label-title-only,0,29,29,0
hubmap,hubmap4,samples,label,0,29,29,0
hubmap,hubmap4,samples,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap4,samples,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap4,samples,link-name,0,32,32,0
hubmap,hubmap4,samples,meta-viewport-large,0,1,1,0
hubmap,hubmap4,samples,meta-viewport,0,1,1,0
hubmap,hubmap4,samples,nested-interactive,0,45,45,0
hubmap,hubmap4,samples,page-has-heading-one,0,1,1,0
hubmap,hubmap4,samples,scope-attr-valid,0,6,6,0
hubmap,hubmap4,samples,tabindex,0,12,12,0
hubmap,hubmap4,samples,table-duplicate-name,0,1,1,0
hubmap,hubmap4,samples,td-headers-attr,0,1,1,0
hubmap,hubmap4,samples,th-has-data-cells,0,1,1,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap5,sample,button-name,1,8,9,0.1111111111111111
hubmap,hubmap5,sample,heading-order,2,26,28,0.07142857142857142
hubmap,hubmap5,sample,html-has-lang,1,0,1,1
hubmap,hubmap5,sample,landmark-one-main,1,0,1,1
hubmap,hubmap5,sample,region,38,317,355,0.10704225352112676
hubmap,hubmap5,sample,scrollable-region-focusable,1,0,1,1
hubmap,hubmap5,sample,aria-allowed-attr,0,13,13,0
hubmap,hubmap5,sample,aria-allowed-role,0,8,8,0
hubmap,hubmap5,sample,aria-conditional-attr,0,13,13,0
hubmap,hubmap5,sample,aria-deprecated-role,0,7,7,0
hubmap,hubmap5,sample,aria-hidden-body,0,1,1,0
hubmap,hubmap5,sample,aria-hidden-focus,0,51,51,0
hubmap,hubmap5,sample,aria-prohibited-attr,0,13,13,0
hubmap,hubmap5,sample,aria-required-attr,0,7,7,0
hubmap,hubmap5,sample,aria-required-children,0,2,2,0
hubmap,hubmap5,sample,aria-required-parent,0,3,3,0
hubmap,hubmap5,sample,aria-roles,0,7,7,0
hubmap,hubmap5,sample,aria-valid-attr-value,0,13,13,0
hubmap,hubmap5,sample,aria-valid-attr,0,13,13,0
hubmap,hubmap5,sample,avoid-inline-spacing,0,6,6,0
hubmap,hubmap5,sample,bypass,0,1,1,0
hubmap,hubmap5,sample,color-contrast,0,103,103,0
hubmap,hubmap5,sample,document-title,0,1,1,0
hubmap,hubmap5,sample,duplicate-id-aria,0,2,2,0
hubmap,hubmap5,sample,empty-heading,0,28,28,0
hubmap,hubmap5,sample,empty-table-header,0,7,7,0
hubmap,hubmap5,sample,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap5,sample,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap5,sample,landmark-unique,0,2,2,0
hubmap,hubmap5,sample,link-name,0,34,34,0
hubmap,hubmap5,sample,list,0,1,1,0
hubmap,hubmap5,sample,listitem,0,7,7,0
hubmap,hubmap5,sample,meta-viewport-large,0,1,1,0
hubmap,hubmap5,sample,meta-viewport,0,1,1,0
hubmap,hubmap5,sample,nested-interactive,0,23,23,0
hubmap,hubmap5,sample,page-has-heading-one,0,1,1,0
hubmap,hubmap5,sample,scope-attr-valid,0,7,7,0
hubmap,hubmap5,sample,tabindex,0,11,11,0
hubmap,hubmap5,sample,table-duplicate-name,0,2,2,0
hubmap,hubmap5,sample,td-headers-attr,0,2,2,0
hubmap,hubmap5,sample,th-has-data-cells,0,2,2,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap6,sample,button-name,1,8,9,0.1111111111111111
hubmap,hubmap6,sample,heading-order,2,25,27,0.07407407407407407
hubmap,hubmap6,sample,html-has-lang,1,0,1,1
hubmap,hubmap6,sample,landmark-one-main,1,0,1,1
hubmap,hubmap6,sample,region,38,269,307,0.1237785016286645
hubmap,hubmap6,sample,scrollable-region-focusable,1,0,1,1
hubmap,hubmap6,sample,aria-allowed-attr,0,13,13,0
hubmap,hubmap6,sample,aria-allowed-role,0,8,8,0
hubmap,hubmap6,sample,aria-conditional-attr,0,13,13,0
hubmap,hubmap6,sample,aria-deprecated-role,0,7,7,0
hubmap,hubmap6,sample,aria-hidden-body,0,1,1,0
hubmap,hubmap6,sample,aria-hidden-focus,0,41,41,0
hubmap,hubmap6,sample,aria-prohibited-attr,0,13,13,0
hubmap,hubmap6,sample,aria-required-attr,0,7,7,0
hubmap,hubmap6,sample,aria-required-children,0,2,2,0
hubmap,hubmap6,sample,aria-required-parent,0,3,3,0
hubmap,hubmap6,sample,aria-roles,0,7,7,0
hubmap,hubmap6,sample,aria-valid-attr-value,0,13,13,0
hubmap,hubmap6,sample,aria-valid-attr,0,13,13,0
hubmap,hubmap6,sample,avoid-inline-spacing,0,6,6,0
hubmap,hubmap6,sample,bypass,0,1,1,0
hubmap,hubmap6,sample,color-contrast,0,101,101,0
hubmap,hubmap6,sample,document-title,0,1,1,0
hubmap,hubmap6,sample,duplicate-id-aria,0,2,2,0
hubmap,hubmap6,sample,empty-heading,0,27,27,0
hubmap,hubmap6,sample,empty-table-header,0,7,7,0
hubmap,hubmap6,sample,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap6,sample,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap6,sample,landmark-unique,0,2,2,0
hubmap,hubmap6,sample,link-name,0,34,34,0
hubmap,hubmap6,sample,list,0,1,1,0
hubmap,hubmap6,sample,listitem,0,7,7,0
hubmap,hubmap6,sample,meta-viewport-large,0,1,1,0
hubmap,hubmap6,sample,meta-viewport,0,1,1,0
hubmap,hubmap6,sample,nested-interactive,0,23,23,0
hubmap,hubmap6,sample,page-has-heading-one,0,1,1,0
hubmap,hubmap6,sample,scope-attr-valid,0,7,7,0
hubmap,hubmap6,sample,tabindex,0,11,11,0
hubmap,hubmap6,sample,table-duplicate-name,0,2,2,0
hubmap,hubmap6,sample,td-headers-attr,0,2,2,0
hubmap,hubmap6,sample,th-has-data-cells,0,2,2,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap7,sample,button-name,1,9,10,0.1
hubmap,hubmap7,sample,heading-order,2,25,27,0.07407407407407407
hubmap,hubmap7,sample,html-has-lang,1,0,1,1
hubmap,hubmap7,sample,landmark-one-main,1,0,1,1
hubmap,hubmap7,sample,region,38,299,337,0.11275964391691394
hubmap,hubmap7,sample,scrollable-region-focusable,1,0,1,1
hubmap,hubmap7,sample,aria-allowed-attr,0,13,13,0
hubmap,hubmap7,sample,aria-allowed-role,0,8,8,0
hubmap,hubmap7,sample,aria-conditional-attr,0,13,13,0
hubmap,hubmap7,sample,aria-deprecated-role,0,7,7,0
hubmap,hubmap7,sample,aria-hidden-body,0,1,1,0
hubmap,hubmap7,sample,aria-hidden-focus,0,45,45,0
hubmap,hubmap7,sample,aria-prohibited-attr,0,13,13,0
hubmap,hubmap7,sample,aria-required-attr,0,7,7,0
hubmap,hubmap7,sample,aria-required-children,0,2,2,0
hubmap,hubmap7,sample,aria-required-parent,0,3,3,0
hubmap,hubmap7,sample,aria-roles,0,7,7,0
hubmap,hubmap7,sample,aria-valid-attr-value,0,13,13,0
hubmap,hubmap7,sample,aria-valid-attr,0,13,13,0
hubmap,hubmap7,sample,avoid-inline-spacing,0,6,6,0
hubmap,hubmap7,sample,bypass,0,1,1,0
hubmap,hubmap7,sample,color-contrast,0,101,101,0
hubmap,hubmap7,sample,document-title,0,1,1,0
hubmap,hubmap7,sample,duplicate-id-aria,0,2,2,0
hubmap,hubmap7,sample,empty-heading,0,27,27,0
hubmap,hubmap7,sample,empty-table-header,0,7,7,0
hubmap,hubmap7,sample,landmark-banner-is-top-level,0,1,1,0
hubmap,hubmap7,sample,landmark-no-duplicate-banner,0,1,1,0
hubmap,hubmap7,sample,landmark-unique,0,2,2,0
hubmap,hubmap7,sample,link-name,0,34,34,0
hubmap,hubmap7,sample,list,0,1,1,0
hubmap,hubmap7,sample,listitem,0,7,7,0
hubmap,hubmap7,sample,meta-viewport-large,0,1,1,0
hubmap,hubmap7,sample,meta-viewport,0,1,1,0
hubmap,hubmap7,sample,nested-interactive,0,22,22,0
hubmap,hubmap7,sample,page-has-heading-one,0,1,1,0
hubmap,hubmap7,sample,scope-attr-valid,0,7,7,0
hubmap,hubmap7,sample,tabindex,0,12,12,0
hubmap,hubmap7,sample,table-duplicate-name,0,2,2,0
hubmap,hubmap7,sample,td-headers-attr,0,2,2,0
hubmap,hubmap7,sample,th-has-data-cells,0,2,2,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap8,dataset,button-name,1,23,24,0.041666666666666664
hubmap,hubmap8,dataset,heading-order,3,27,30,0.1
hubmap,hubmap8,dataset,html-has-lang,1,0,1,1
hubmap,hubmap8,dataset,landmark-no-duplicate-banner,1,0,1,1
hubmap,hubmap8,dataset,landmark-no-duplicate-main,1,0,1,1
hubmap,hubmap8,dataset,landmark-unique,2,2,4,0.5
hubmap,hubmap8,dataset,nested-interactive,1,47,48,0.020833333333333332
hubmap,hubmap8,dataset,region,59,500,559,0.10554561717352415
hubmap,hubmap8,dataset,scrollable-region-focusable,1,0,1,1
hubmap,hubmap8,dataset,svg-img-alt,1,0,1,1
hubmap,hubmap8,dataset,aria-allowed-attr,0,37,37,0
hubmap,hubmap8,dataset,aria-allowed-role,0,29,29,0
hubmap,hubmap8,dataset,aria-command-name,0,1,1,0
hubmap,hubmap8,dataset,aria-conditional-attr,0,37,37,0
hubmap,hubmap8,dataset,aria-deprecated-role,0,26,26,0
hubmap,hubmap8,dataset,aria-hidden-body,0,1,1,0
hubmap,hubmap8,dataset,aria-hidden-focus,0,95,95,0
hubmap,hubmap8,dataset,aria-input-field-name,0,1,1,0
hubmap,hubmap8,dataset,aria-prohibited-attr,0,36,36,0
hubmap,hubmap8,dataset,aria-required-attr,0,26,26,0
hubmap,hubmap8,dataset,aria-required-children,0,1,1,0
hubmap,hubmap8,dataset,aria-required-parent,0,3,3,0
hubmap,hubmap8,dataset,aria-roles,0,26,26,0
hubmap,hubmap8,dataset,aria-valid-attr-value,0,37,37,0
hubmap,hubmap8,dataset,aria-valid-attr,0,37,37,0
hubmap,hubmap8,dataset,avoid-inline-spacing,0,19,19,0
hubmap,hubmap8,dataset,bypass,0,1,1,0
hubmap,hubmap8,dataset,color-contrast,0,129,129,0
hubmap,hubmap8,dataset,document-title,0,1,1,0
hubmap,hubmap8,dataset,duplicate-id-aria,0,8,8,0
hubmap,hubmap8,dataset,empty-heading,0,30,30,0
hubmap,hubmap8,dataset,empty-table-header,0,5,5,0
hubmap,hubmap8,dataset,form-field-multiple-labels,0,1,1,0
hubmap,hubmap8,dataset,label-title-only,0,1,1,0
hubmap,hubmap8,dataset,label,0,1,1,0
hubmap,hubmap8,dataset,landmark-banner-is-top-level,0,4,4,0
hubmap,hubmap8,dataset,landmark-main-is-top-level,0,3,3,0
hubmap,hubmap8,dataset,landmark-one-main,0,1,1,0
hubmap,hubmap8,dataset,link-name,0,40,40,0
hubmap,hubmap8,dataset,list,0,1,1,0
hubmap,hubmap8,dataset,listitem,0,7,7,0
hubmap,hubmap8,dataset,meta-viewport-large,0,1,1,0
hubmap,hubmap8,dataset,meta-viewport,0,1,1,0
hubmap,hubmap8,dataset,page-has-heading-one,0,1,1,0
hubmap,hubmap8,dataset,scope-attr-valid,0,5,5,0
hubmap,hubmap8,dataset,tabindex,0,24,24,0
hubmap,hubmap8,dataset,table-duplicate-name,0,2,2,0
hubmap,hubmap8,dataset,td-headers-attr,0,2,2,0
hubmap,hubmap8,dataset,th-has-data-cells,0,2,2,0
category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap9,dataset,aria-command-name,1,16,17,0.058823529411764705
hubmap,hubmap9,dataset,aria-required-children,4,2,6,0.6666666666666666
hubmap,hubmap9,dataset,aria-required-parent,1,6,7,0.14285714285714285
hubmap,hubmap9,dataset,button-name,1,58,59,0.01694915254237288
hubmap,hubmap9,dataset,heading-order,3,29,32,0.09375
hubmap,hubmap9,dataset,html-has-lang,1,0,1,1
hubmap,hubmap9,dataset,label,1,1,2,0.5
hubmap,hubmap9,dataset,landmark-no-duplicate-banner,1,0,1,1
hubmap,hubmap9,dataset,landmark-no-duplicate-main,1,0,1,1
hubmap,hubmap9,dataset,landmark-unique,2,1,3,0.6666666666666666
hubmap,hubmap9,dataset,region,68,632,700,0.09714285714285714
hubmap,hubmap9,dataset,scrollable-region-focusable,1,3,4,0.25
hubmap,hubmap9,dataset,svg-img-alt,6,0,6,1
hubmap,hubmap9,dataset,aria-allowed-attr,0,50,50,0
hubmap,hubmap9,dataset,aria-allowed-role,0,63,63,0
hubmap,hubmap9,dataset,aria-conditional-attr,0,50,50,0
hubmap,hubmap9,dataset,aria-deprecated-role,0,61,61,0
hubmap,hubmap9,dataset,aria-hidden-body,0,1,1,0
hubmap,hubmap9,dataset,aria-hidden-focus,0,111,111,0
hubmap,hubmap9,dataset,aria-prohibited-attr,0,50,50,0
hubmap,hubmap9,dataset,aria-required-attr,0,61,61,0
hubmap,hubmap9,dataset,aria-roles,0,61,61,0
hubmap,hubmap9,dataset,aria-treeitem-name,0,1,1,0
hubmap,hubmap9,dataset,aria-valid-attr-value,0,50,50,0
hubmap,hubmap9,dataset,aria-valid-attr,0,50,50,0
hubmap,hubmap9,dataset,avoid-inline-spacing,0,43,43,0
hubmap,hubmap9,dataset,bypass,0,1,1,0
hubmap,hubmap9,dataset,color-contrast,0,157,157,0
hubmap,hubmap9,dataset,document-title,0,1,1,0
hubmap,hubmap9,dataset,duplicate-id-aria,0,20,20,0
hubmap,hubmap9,dataset,empty-heading,0,32,32,0
hubmap,hubmap9,dataset,empty-table-header,0,5,5,0
hubmap,hubmap9,dataset,form-field-multiple-labels,0,2,2,0
hubmap,hubmap9,dataset,label-title-only,0,2,2,0
hubmap,hubmap9,dataset,landmark-banner-is-top-level,0,6,6,0
hubmap,hubmap9,dataset,landmark-main-is-top-level,0,5,5,0
hubmap,hubmap9,dataset,landmark-one-main,0,1,1,0
hubmap,hubmap9,dataset,link-name,0,33,33,0
hubmap,hubmap9,dataset,list,0,1,1,0
hubmap,hubmap9,dataset,listitem,0,7,7,0
hubmap,hubmap9,dataset,meta-viewport-large,0,1,1,0
hubmap,hubmap9,dataset,meta-viewport,0,1,1,0
hubmap,hubmap9,dataset,nested-interactive,0,102,102,0
hubmap,hubmap9,dataset,page-has-heading-one,0,1,1,0
hubmap,hubmap9,dataset,scope-attr-valid,0,5,5,0
hubmap,hubmap9,dataset,tabindex,0,42,42,0
hubmap,hubmap9,dataset,table-duplicate-name,0,2,2,0
hubmap,hubmap9,dataset,td-headers-attr,0,2,2,0
hubmap,hubmap9,dataset,th-has-data-cells,0,2,2,0
