"web_type","country","publisher","fail_rate_meta","se","ci_95L","ci_95U","total_violations","total_checks","units"
"journal","ALL","SpringerOpen",0.0153699759365146,0.0894341696211897,0.0129306770348822,0.0182609217211696,127,8365,9
"journal","ALL","Taylor and Francis Ltd.",0.00895937814800035,0.133884563661422,0.00690580178106802,0.0116164827679457,83,11091,9
"journal","ALL","Tech Science Press",0.109367703408947,0.0411527641559324,0.101755085505628,0.117475361028165,663,6063,5
"journal","ALL","Termedia Publishing House Ltd.",0.0727563673242512,0.0996436958416502,0.0606312324228082,0.0870815222560979,1635,21051,22
"journal","ALL","Thieme Medical Publishers Inc.",0.0240694893335997,0.0861596385077618,0.0204058617994577,0.0283718266067972,445,17574,17
"journal","ALL","Turkiye Klinikleri Journal of Medical Sciences",0.0966373912503427,0.188574459536646,0.0688328663249756,0.134056403252084,164,1408,5
"journal","ALL","Ubiquity Press",0.0149099017346293,0.286818228966451,0.00855319016743173,0.0258676463176722,110,7325,7
"journal","ALL","Universidad Nacional de Colombia",0.0539571883846095,0.0451055450146228,0.0496183864537069,0.0586519757164356,567,10577,8
"journal","ALL","Universiti Putra Malaysia",0.0452415859710914,0.269084600349323,0.0272032754573172,0.0743270865007511,189,3664,5
"journal","ALL","University of Zagreb",0.028981787591602,0.285429188117544,0.0167723573949966,0.0496304346851875,99,2873,5
"journal","ALL","Urban und Fischer Verlag Jena",0.0141390631834879,0.25876410776939,0.00856268229231981,0.0232618125629056,31,3283,9
"journal","ALL","Urban und Vogel",0.000871664546189703,0.447408661951004,0.000362857034794385,0.0020924416773233,5,5737,5
"journal","ALL","Via Medica",0.215062808012906,0.0355329954920125,0.203539575685146,0.22705244096422,1010,4705,9
"journal","ALL","W.B. Saunders Ltd",0.0194346761291151,0.097627045362317,0.0161045807593161,0.0234369638475093,107,5506,25
"journal","ALL","Walter de Gruyter",0.00228567676557042,1.03562423216558,0.000300852056115754,0.0171405583626428,53,7214,5
"journal","ALL","Walter de Gruyter GmbH",0.00289246036315973,0.204852297792658,0.00193781549859031,0.00431536775613137,428,60643,45
"journal","ALL","Wolters Kluwer Medknow Publications",0.0264337924116216,0.314342137861156,0.0144511899324624,0.047869508693482,345,9962,10
"government","ALL","ALL",0.0137204878443619,0.0370621529528052,0.0127714406758378,0.0147390059151714,11435,717945,4941
"data_portal","ALL","ALL",0.0611568344555934,0.0165270247170229,0.0593231978432616,0.063043349031952,11435,717945,4941
"data_portal","ALL","",0.0564024209442382,0.0948507244608999,0.0472863956072742,0.0671519918408291,1496,24933,24
"data_portal","ALL","Adam Mickiewicz University",0.0665900805193778,0.394367766225372,0.0318843748672226,0.133849549806404,128,2369,6
"data_portal","ALL","Anhui Agricultural University",0.117588100904703,0.109330660555186,0.0971100974050845,0.141706639902208,95,816,6
"data_portal","ALL","Beijing Institute of Genomics, Chinese Academy of Sciences",0.0566937442481808,0.127028703328678,0.0447578163611632,0.0715742232561074,391,6819,11
"data_portal","ALL","Bielefeld University",0.0283043963089709,0.503918303617561,0.0107325113777805,0.0725364887047564,352,10829,5
"data_portal","ALL","Boston University",0.103278949764562,0.222066913779057,0.069360502235182,0.151091203843523,90,890,6
"data_portal","ALL","Broad Institute",0.0602166129776744,0.303664176024885,0.0341293573906552,0.104095014287449,155,4049,8
"data_portal","ALL","Central South University",0.0665819075094214,0.298781609703161,0.0381981440411099,0.11356633885882,133,2363,8
"data_portal","ALL","Charité University Medicine Berlin",0.107168601548362,0.148434216975131,0.0823437604157482,0.138349251253504,150,1419,8
"data_portal","ALL","China Agricultural University",0.0816860954033482,0.139815185222219,0.0633468294676754,0.104740969380326,611,8305,19
"data_portal","ALL","Chinese Academy of Medical Sciences and Peking Union Medical College",0.0755063373980063,0.184740680466949,0.0538033502826836,0.104992373631321,176,2636,6
"data_portal","ALL","Chinese University of Hong Kong",0.0413252743013108,0.507813915678836,0.0156829403454978,0.104445229261307,122,3863,5
"data_portal","ALL","Chongqing Medical University",0.0557752282142154,0.455567978421294,0.0236160060302049,0.126072797556584,196,5062,5
"data_portal","ALL","Cold Spring Harbor Laboratory",0.0496617998500692,0.257047672460948,0.0306086402891231,0.0796012123143463,120,2227,6
"data_portal","ALL","Columbia University",0.0747384153991602,0.152298122902929,0.0565413075170822,0.0981825660635408,151,2110,9
"data_portal","ALL","Cornell University",0.073900919033785,0.149060049035662,0.0562312619056055,0.0965548956289912,531,6561,17
"data_portal","ALL","CSIR - Institute of Genomics and Integrative Biology",0.0476717467735814,0.445183693772384,0.0204900122525722,0.106974288524137,102,2675,6
"data_portal","ALL","East China Normal University",0.115790599926334,0.110561112483416,0.0953834279668155,0.139888695894518,187,1652,7
"data_portal","ALL","European Bioinformatics Institute",0.0408689879791729,0.0844250714034322,0.034853503295702,0.0478712093313329,2498,56109,74
"data_portal","ALL","European Molecular Biology Laboratory",0.0581980721735765,0.197647575554692,0.0402591928274927,0.0834353423062119,257,5131,10
"data_portal","ALL","Federal University",0.0290357527319376,0.349945002517889,0.0148376098809196,0.0560471920595432,117,4573,5
"data_portal","ALL","Fudan University",0.0976190991959926,0.141272644751402,0.0757984137885004,0.124872731248492,252,2568,10
"data_portal","ALL","Ghent University",0.0726741366898633,0.208213347601325,0.0495284902231582,0.105436331654476,201,3336,11
"data_portal","ALL","Harbin Medical University",0.0729364489386033,0.0842355448969646,0.0625303553672939,0.0849174256425396,783,10032,25
"data_portal","ALL","Harvard University",0.0601553847611412,0.21358053802417,0.0404113599499057,0.0886546495164132,367,7350,14
"data_portal","ALL","Huazhong Agricultural University",0.0805585174897264,0.133524011543299,0.0631810983348954,0.102194067859418,892,10476,16
"data_portal","ALL","Huazhong University of Science and Technology",0.0928821529119574,0.0947106702899646,0.0783795550175187,0.109748624051532,1032,10727,21
"data_portal","ALL","Icahn School of Medicine at Mount Sinai",0.121492527160596,0.335316921763462,0.0668833134660827,0.210624937509724,1499,9400,8
"data_portal","ALL","ICAR-Indian Agricultural Statistics Research Institute",0.0879860185844615,0.322304004750828,0.0487912922815126,0.153582720708664,77,923,5
"data_portal","ALL","Indian Institute of Technology Madras",0.0731589216358631,0.148471534886534,0.0557166691021186,0.0955092333316712,282,3620,11
"data_portal","ALL","Indiana University-Purdue University Indianapolis",0.0125770013534508,0.721374613868935,0.00308812913060503,0.0497667496197455,63,2737,5
"data_portal","ALL","Indraprastha Institute of Information Technology",0.0501539518979549,0.18925665644644,0.035157095467789,0.0710767148132025,255,5435,16
"data_portal","ALL","Institute for Systems Biology",0.0669203011977182,0.219950007560891,0.0445282092767431,0.0994013378892124,516,5977,9
"data_portal","ALL","Institute of Bioorganic Chemistry, Polish Academy of Sciences",0.069582882038252,0.36190106185374,0.0354880070309518,0.131952850994986,126,1611,6
"data_portal","ALL","Institute of Enzymology, Hungarian Academy of Sciences",0.051420600070264,0.194910899661944,0.0356761436412496,0.0735831468910391,76,1543,6
"data_portal","ALL","Institute of Microbial Technology",0.0788834040487982,0.110194338308448,0.0645496910814002,0.096073126696445,763,9783,42
"data_portal","ALL","Institute of Psychology, Chinese Academy of Sciences",0.146139156505898,0.0676770943507698,0.130351596635217,0.163479384447603,325,2245,5
"data_portal","ALL","International Institute of Molecular and Cell Biology",0.0809020308391485,0.319815915343361,0.0449170186939763,0.141446660845959,154,2122,6
"data_portal","ALL","Iowa State University",0.0440574064721967,0.239336257460813,0.0280233189202685,0.0686180429413807,476,9303,13
"data_portal","ALL","J. Craig Venter Institute",0.055810688764368,0.102392267243605,0.046130768216004,0.0673783326266258,205,4095,9
"data_portal","ALL","Jackson Laboratory",0.0706932165759032,0.210333953104352,0.0479555919823237,0.103044777070157,285,3741,6
"data_portal","ALL","Johns Hopkins University",0.0587039767146539,0.172951663166653,0.042544476539089,0.0804853221875464,241,4686,12
"data_portal","ALL","Kazusa DNA Research Institute",0.110303235391775,0.21566316489356,0.0751365160848243,0.159097914966534,270,2272,10
"data_portal","ALL","King Abdullah University of Science and Technology",0.0553585444189404,0.360745843201738,0.0280852576880297,0.106222058227174,121,3119,7
"data_portal","ALL","Kyoto University",0.0615446018843002,0.121247662836804,0.049167071946776,0.0767864676184542,231,3795,9
"data_portal","ALL","Lawrence Berkeley National Laboratory",0.0734041625960222,0.186432129284766,0.0521072585906063,0.102464472430831,420,6102,13
"data_portal","ALL","Leibniz Institute of Plant Genetics and Crop Plant Research",0.0678106971716928,0.233362285630579,0.0440155937899228,0.103082497271134,128,2018,5
"data_portal","ALL","Masaryk University",0.0415318546773508,0.700207506278594,0.0108652912831975,0.14597886152343,119,7961,5
"data_portal","ALL","McGill University",0.0491314936112774,0.193862351777622,0.0341304523488465,0.0702462846345989,167,4189,8
"data_portal","ALL","Memorial Sloan Kettering Cancer Center",0.133046224728609,0.179166199912579,0.0974883833020464,0.179001111782287,2533,13715,5
"data_portal","ALL","Nanjing Agricultural University",0.0874137898630721,0.243715117074053,0.0560778727496789,0.133778331439223,295,2738,6
"data_portal","ALL","Nanjing University of Aeronautics and Astronautics",0.0953249186170731,0.319160921598028,0.0533614628027279,0.164552108427635,158,1884,5
"data_portal","ALL","National Cheng Kung University",0.077674230287772,0.299280144520291,0.0447469390557076,0.131495899298234,263,3969,12
"data_portal","ALL","National Institute of Agrobiological Sciences",0.0553582359353091,0.279971735016999,0.0327449063236083,0.0921011280019337,142,2989,11
"data_portal","ALL","National Institute of Genetics",0.0502492228893867,0.20292535510755,0.0343257448528546,0.0730010816346702,420,7308,8
"data_portal","ALL","National Institutes of Health",0.0299662915758658,0.0910292432901866,0.0251930392956619,0.0356108802683106,1813,88588,92
"data_portal","ALL","National Taiwan University",0.0825250102868351,0.14763845850176,0.0630979784186209,0.107248676017782,168,1973,7
"data_portal","ALL","New York University",0.0572673200547601,0.232790050201838,0.0370650012817947,0.0874805817693245,150,2367,6
"data_portal","ALL","Northwest A&F University",0.100865393476343,0.295229080459721,0.0591735395551672,0.166726455103303,146,1313,6
"data_portal","ALL","Ohio State University",0.0706175766084243,0.236778971379491,0.0455937189623947,0.107824017297504,65,985,6
"data_portal","ALL","Peking University",0.0772351239329235,0.128131478867542,0.0611312087172072,0.0971423867227899,621,6834,26
"data_portal","ALL","Pennsylvania State University",0.118366920500067,0.113056774098387,0.097126003037948,0.143514727919691,105,898,5
"data_portal","ALL","RIKEN",0.0481762800488851,0.229081098137108,0.0312949400037459,0.073473192826062,363,6119,16
"data_portal","ALL","Saarland University",0.039889741912062,0.445160878073294,0.017066429000928,0.0904272235113222,160,4079,7
"data_portal","ALL","Scripps Research",0.0571159403828391,0.374681911663458,0.0282440154553822,0.112097090031664,225,4804,6
"data_portal","ALL","Semmelweis University",0.080296873625615,0.298164628026878,0.046410295689312,0.135412327778208,190,2134,7
"data_portal","ALL","Seoul National University",0.118758218237902,0.170134490007667,0.0880484321645208,0.158319558188942,391,3563,15
"data_portal","ALL","Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences",0.112465824634608,0.0817069182289953,0.0974451111060666,0.129469775815734,246,2215,6
"data_portal","ALL","Shanghai Jiao Tong University",0.0837470031480727,0.205898506883807,0.057538228077354,0.120369211491689,313,3452,13
"data_portal","ALL","Sichuan University",0.0619237509755493,0.340971933469595,0.0327289059948277,0.114089295986475,258,6781,11
"data_portal","ALL","Simon Fraser University",0.109926449330984,0.176721930184095,0.0803307787132215,0.148663262382362,303,2624,6
"data_portal","ALL","Soochow University",0.105220533090565,0.112720712813668,0.0861601662643191,0.127907262155599,88,839,5
"data_portal","ALL","Sorbonne University",0.0909305913901688,0.187061713052747,0.0648300416162913,0.126122037579077,144,1677,5
"data_portal","ALL","Southern Medical University",0.102036822483039,0.120786617625332,0.0822974851606417,0.125861372888288,155,1523,6
"data_portal","ALL","Spanish National Cancer Research Centre",0.0712708268393369,0.208735511056108,0.0485014636703053,0.103565960617117,130,1894,6
"data_portal","ALL","Stanford University",0.0677153816743412,0.199971789466299,0.0467856931452008,0.0970546955264532,488,10027,17
"data_portal","ALL","State University of New Jersey",0.0662641872591568,0.295339785136398,0.0382577880430456,0.112376920395524,317,3046,5
"data_portal","ALL","Sun Yat-sen University",0.076215727229838,0.183632390045448,0.0544325136731032,0.105741460269408,203,2648,8
"data_portal","ALL","Sun Yat-Sen University",0.0724751387163025,0.174727986094478,0.0525635689208324,0.0991401268153232,330,4478,12
"data_portal","ALL","Swiss Institute of Bioinformatics",0.0386802736524813,0.191273738647517,0.0269129241099177,0.0553003571880293,811,23330,19
"data_portal","ALL","Technical University of Denmark",0.0274423345980214,0.458931396093314,0.0113476565176886,0.0648667732940061,89,3036,5
"data_portal","ALL","Tianjin University",0.0580946182562697,0.14456152518719,0.0443971475318949,0.0756833574593974,117,2171,7
"data_portal","ALL","Tohoku University",0.0737914867869947,0.166855915662535,0.0543263784261362,0.0994971409055116,126,1744,5
"data_portal","ALL","Tongji University",0.0313311543318981,0.390931370332013,0.0148101550273914,0.0650645004436583,177,11245,6
"data_portal","ALL","Tsinghua University",0.0840249796626315,0.164759592032613,0.0622807721365369,0.112450407556382,167,1993,7
"data_portal","ALL","Universitat Autònoma de Barcelona",0.120716852945543,0.158946016381838,0.09135614309252,0.157874218439391,113,950,5
"data_portal","ALL","University College London",0.0711377710641018,0.265151246294642,0.0435620779190945,0.114087236156655,233,2807,5
"data_portal","ALL","University of Alabama at Birmingham",0.0547643392830642,0.384246628922595,0.0265580681491569,0.109555892773503,214,3854,6
"data_portal","ALL","University of Alberta",0.0889498047534177,0.129002251621343,0.0704782835528777,0.111680832435228,886,10800,20
"data_portal","ALL","University of Bologna",0.0961003268895736,0.193464404880835,0.0678301078080064,0.134453534355028,93,920,5
"data_portal","ALL","University of Bristol",0.0891318392511578,0.260749374019839,0.0554440281437517,0.140249147862505,215,2422,8
"data_portal","ALL","University of British Columbia",0.0406619923517249,0.248087192833942,0.0254021371596256,0.064482396362181,127,3017,7
"data_portal","ALL","University of California Irvine",0.0469134632632897,0.309704355479049,0.0261244875711267,0.0828384256426881,100,2597,5
"data_portal","ALL","University of California San Diego",0.0455187974522476,0.242618974796084,0.0287885343581277,0.0712583814165937,354,9973,14
"data_portal","ALL","University of California San Francisco",0.0375816313014472,0.491124596603347,0.0146938933743373,0.0927637183614349,135,6617,7
"data_portal","ALL","University of Chicago",0.0816021489272812,0.262683773107229,0.0504202889920353,0.1294394224726,184,2596,5
"data_portal","ALL","University of Copenhagen",0.0635320892162995,0.150042934200695,0.0481242234460189,0.0834406372192415,204,3708,11
"data_portal","ALL","University of Delaware",0.136288359605985,0.137098805966098,0.107630640842787,0.171113336264725,305,2136,10
"data_portal","ALL","University of Edinburgh",0.0698080095283758,0.239976700980098,0.0447882188131871,0.107235396171937,452,7829,8
"data_portal","ALL","University of Electronic Science and Technology of China",0.125068716010506,0.137714529423108,0.0983940210056977,0.157709993486297,169,1408,7
"data_portal","ALL","University of Freiburg",0.0794841988751972,0.164137816261034,0.0589071057488626,0.106436226600668,209,2348,5
"data_portal","ALL","University of Geneva",0.0347984842400908,0.576779258645889,0.0115069586726072,0.100444402019313,113,5485,5
"data_portal","ALL","University of Georgia",0.0358286813765735,0.220887297669864,0.0235349728280717,0.0541877548815428,169,5522,6
"data_portal","ALL","University of Groningen",0.0949940836362737,0.203090593723061,0.0658549507077796,0.135161009623806,142,1481,5
"data_portal","ALL","University of Lausanne",0.0351180907941974,0.580349958588991,0.0115351483502456,0.101942579723964,67,2213,5
"data_portal","ALL","University of Leicester",0.0674807705966163,0.285023071334845,0.0397462509708615,0.112304769744853,93,1660,6
"data_portal","ALL","University of Lisbon",0.0516996735048744,0.149844224009344,0.0390563960537537,0.0681455671812315,262,4797,7
"data_portal","ALL","University of Liverpool",0.0674717277385794,0.463736359199354,0.0283299327349149,0.152221300776146,771,23868,9
"data_portal","ALL","University of Maryland",0.0508892483307198,0.19760258885807,0.0351222091254614,0.0731974562239696,120,2260,9
"data_portal","ALL","University of Melbourne",0.0305891734259171,0.397222659751105,0.0142789854289771,0.0643141423322268,134,4239,6
"data_portal","ALL","University of Michigan",0.042891371108754,0.274062612407915,0.0255210559054729,0.0712203201682751,2952,42332,17
"data_portal","ALL","University of Minnesota",0.0547149360506862,0.387787939528781,0.0263547060491583,0.110141219963796,54,1903,5
"data_portal","ALL","University of Missouri",0.0849022783420211,0.31843866977907,0.0473510149662838,0.147618669477203,202,1920,5
"data_portal","ALL","University of New South Wales",0.0481925522438554,0.381125672201108,0.0234272161457901,0.0965494843229078,40,974,6
"data_portal","ALL","University of North Carolina at Chapel Hill",0.0777267432977173,0.336163179763931,0.0417859954288624,0.140062080505452,245,2741,6
"data_portal","ALL","University of Oxford",0.0806332056285795,0.219311294208244,0.0539816976645425,0.118790664907484,303,4464,14
"data_portal","ALL","University of Padova",0.0631051377705719,0.204827013033254,0.0431393395604968,0.09142858541303,214,3093,7
"data_portal","ALL","University of Padua",0.0892504101773644,0.0642246100570396,0.0795336755909231,0.100025250616763,290,3281,5
"data_portal","ALL","University of Pennsylvania",0.0447299214711678,0.28490149747808,0.0260904746538325,0.0756512991396657,528,20877,15
"data_portal","ALL","University of Pittsburgh",0.0742558182421614,0.0973734199178068,0.0621563540562641,0.0884883553415892,114,1547,5
"data_portal","ALL","University of Queensland",0.0575491863760178,0.219748339043092,0.0381790063455803,0.0858694792053133,96,2551,8
"data_portal","ALL","University of Rome Tor Vergata",0.16197572768671,0.132520196334279,0.12973144049755,0.200388859674223,213,1361,5
"data_portal","ALL","University of Southern California",0.0512943404645478,0.38933579752583,0.024587978836307,0.103917606376737,158,5448,7
"data_portal","ALL","University of Texas Health Science Center at Houston",0.0269375151340725,0.666125137865769,0.0074467006210606,0.092679614025398,52,2469,7
"data_portal","ALL","University of Texas MD Anderson Cancer Center",0.0494299746224154,0.613581774367453,0.0153812845067368,0.147555133983013,134,4408,5
"data_portal","ALL","University of Texas Southwestern Medical Center",0.03135322475025,0.395331013325648,0.0146953836156414,0.0656355958709275,9268,160195,10
"data_portal","ALL","University of the Sunshine Coast",0.066913247394992,0.0741787677896422,0.0583876692491327,0.0765824554623603,195,2969,9
"data_portal","ALL","University of Tokyo",0.0785504326273999,0.277296764209084,0.0471690813823574,0.128004872837835,609,12833,13
"data_portal","ALL","University of Toronto",0.0608340419862908,0.233904062459982,0.039343496989901,0.0929278060204007,2048,66301,19
"data_portal","ALL","University of Washington",0.0390466371881784,0.320015783473319,0.0212402440002147,0.0707023870289683,349,17822,15
"data_portal","ALL","University of Wisconsin-Madison",0.0749953732276881,0.29754532715879,0.0432911683884608,0.126839797585548,136,2248,6
"data_portal","ALL","University of Zurich",0.0343733257639595,0.430915946091586,0.0150668592858601,0.0764974107536082,116,5539,6
"data_portal","ALL","Washington University in St. Louis",0.0800911369262567,0.274538449226355,0.0483746786779022,0.129766607539469,195,2762,5
"data_portal","ALL","Wellcome Sanger Institute",0.0451218058501009,0.267719566488991,0.0272005999202782,0.0739528482394654,405,13404,14
"data_portal","ALL","Wuhan University",0.0341612946017628,0.540174721194749,0.0121209299993575,0.0925255504639882,82,2726,5
"data_portal","ALL","Yale University",0.0321111659295282,0.368054052891457,0.0158706459427023,0.0638917585253264,195,6282,12
"data_portal","ALL","Yonsei University",0.0622445178808586,0.554024308642277,0.0219179749797001,0.164303376889226,112,4604,7
"data_portal","ALL","Zhejiang University",0.0757105208814743,0.175597886879109,0.0548742536244501,0.103591342003337,1184,26881,32
